family,instance,entry_name,entry_tracker_id,entry_api_key,page_no,sample_position,tracker_issue_id,tracker_issue_key,title,issue_url,api_url,issue_type_raw,state_raw,resolution_raw,close_reason_raw,reporter_raw,assignee_raw,is_closed,needs_review,is_pull_request,is_private_restricted,labels,created_at_tracker,updated_at_tracker,closed_at,body_raw
github,github.com,llvm/llvm-project,1155608,llvm/llvm-project,1,11,184685,llvm/llvm-project#184685,[DebugInfo] Don't specify target triple for cross-cu-linkonce-distinct.ll,https://github.com/llvm/llvm-project/pull/184685,https://api.github.com/repos/llvm/llvm-project/issues/184685,pull_request,closed,,,dzhidzhoev,,True,False,True,False,"debuginfo,skip-precommit-approval",2026-03-04T20:37:29+00:00,2026-03-04T20:38:03+00:00,2026-03-04T20:38:03+00:00,"Fixes buildbot failures after #184219.
Target triple line was added to this test in https://reviews.llvm.org/D144007, but it's needless."
github,github.com,llvm/llvm-project,1155608,llvm/llvm-project,1,12,184680,llvm/llvm-project#184680,libclc: Enable generic address space for amdgpu build,https://github.com/llvm/llvm-project/pull/184680,https://api.github.com/repos/llvm/llvm-project/issues/184680,pull_request,closed,,,arsenm,,True,False,True,False,libclc,2026-03-04T20:22:41+00:00,2026-03-04T20:36:47+00:00,2026-03-04T20:36:42+00:00,"Based on the macros in clc_func.h, the generic address space
functions weren't being built. amdhsa triples assume flat address
space is available. If we really cared about preserving gfx6 on
mesa3d, we would need to split the build. But given that clover
was deleted, don't bother."
github,github.com,llvm/llvm-project,1155608,llvm/llvm-project,1,13,184679,llvm/llvm-project#184679,[LLDB] Allow symbols added by linker scripts to be examined.,https://github.com/llvm/llvm-project/pull/184679,https://api.github.com/repos/llvm/llvm-project/issues/184679,pull_request,closed,,,cmtice,,True,False,True,False,lldb,2026-03-04T20:20:17+00:00,2026-03-04T23:08:21+00:00,2026-03-04T20:38:27+00:00,"Symbols added by linker scripts do not have debug information or types, but they do have addresses. Sometimes users need to see the addresses of these symbols. Currently these symbols end up being assigned 'eSymbolTypeInvalid', so any attempt to look at them fails. This fixes that issue."
github,github.com,llvm/llvm-project,1155608,llvm/llvm-project,1,14,184675,llvm/llvm-project#184675,[clang-doc] Sort index and avoid non-determinism,https://github.com/llvm/llvm-project/pull/184675,https://api.github.com/repos/llvm/llvm-project/issues/184675,pull_request,closed,,,ilovepi,,True,False,True,False,clang-tools-extra,2026-03-04T20:11:58+00:00,2026-03-04T21:56:26+00:00,2026-03-04T21:56:24+00:00,"Consolidate logic to get sorted children from  StringMap. 
Using the new API makes it more natural to not miss cases,
where we missed sorting the children directly.

This also allows us to remove -DAG checks from tests and have
deterministic ordering."
github,github.com,llvm/llvm-project,1155608,llvm/llvm-project,1,15,184671,llvm/llvm-project#184671,"[clang-doc] Add DAG directive to MD ""All files"" test",https://github.com/llvm/llvm-project/pull/184671,https://api.github.com/repos/llvm/llvm-project/issues/184671,pull_request,closed,,,evelez7,,True,False,True,False,clang-tools-extra,2026-03-04T19:49:39+00:00,2026-03-04T20:15:51+00:00,2026-03-04T20:00:51+00:00,"It seems like the order of the all-files.md output might be different on local machines, so make the check directives `-DAG` for now."
github,github.com,llvm/llvm-project,1155608,llvm/llvm-project,1,16,184670,llvm/llvm-project#184670,[MemProf] Add stack IDs to MemProfUse optimization remarks,https://github.com/llvm/llvm-project/pull/184670,https://api.github.com/repos/llvm/llvm-project/issues/184670,pull_request,closed,,,teresajohnson,,True,False,True,False,"PGO,llvm:transforms",2026-03-04T19:44:47+00:00,2026-03-04T20:22:51+00:00,2026-03-04T20:22:51+00:00,"This makes the remarks more equivalent for analysis to what we emit to
stderr under -memprof-print-match-info."
github,github.com,llvm/llvm-project,1155608,llvm/llvm-project,1,17,184668,llvm/llvm-project#184668,[Clang] Only define `wchar_size` module flag if non-standard,https://github.com/llvm/llvm-project/pull/184668,https://api.github.com/repos/llvm/llvm-project/issues/184668,pull_request,closed,,,jhuber6,,True,False,True,False,"backend:ARM,backend:AArch64,backend:AMDGPU,backend:RISC-V,backend:SystemZ,clang:codegen,llvm:instcombine,llvm:analysis,llvm:transforms,clang:openmp",2026-03-04T19:39:53+00:00,2026-03-04T22:13:49+00:00,2026-03-04T22:13:49+00:00,"Summary:
This PR simply changes the behavior of the `wchar_size` flag. Currently,
we emit this in all cases for all targets. This causes problems during
LLVM-IR linking, specifically because this would vary between Linux and
Windows in unintuitive ways. Now we have an llvm::Triple helper to
determine the size from the known values. The module flag will only be
emitted if these do not match (indicating a non-standard environment).

In addition to fixing AMDGCN bitcode linking, this also means we don't
need to bloat *every* IR module compiled by clang with this flag. The
changed tests reflects this, one less unnecessary piece of metadata."
github,github.com,llvm/llvm-project,1155608,llvm/llvm-project,1,18,184667,llvm/llvm-project#184667,[lld][WebAssembly] Convert weak-alias tests to assembly. NFC,https://github.com/llvm/llvm-project/pull/184667,https://api.github.com/repos/llvm/llvm-project/issues/184667,pull_request,closed,,,sbc100,,True,False,True,False,"lld,lld:wasm",2026-03-04T19:27:49+00:00,2026-03-04T21:05:05+00:00,2026-03-04T21:05:03+00:00,"This actually both improves and simplifies the `Inputs/weak_alias`.   With the `.ll` version we ended up using memory and `__stack_pointer` and locals, but LLVM ended up generated `call` rather than `call_indirect` for the `call_alias_ptr` and `call_direct_ptr`.  With the assembly tests we can ensure the usage of `call_indirect` while avoiding all the other stuff."
github,github.com,llvm/llvm-project,1155608,llvm/llvm-project,1,19,184654,llvm/llvm-project#184654,[CIR] Fix __builtin_va_start handling,https://github.com/llvm/llvm-project/pull/184654,https://api.github.com/repos/llvm/llvm-project/issues/184654,pull_request,closed,,,andykaylor,,True,False,True,False,"clang,ClangIR",2026-03-04T17:48:33+00:00,2026-03-04T21:49:30+00:00,2026-03-04T20:07:26+00:00,We were attempting to capture a `count` argument for __builtin_va_start but the builtin doesn't actually have that as a defined argument. This change removes the errant handling.
github,github.com,llvm/llvm-project,1155608,llvm/llvm-project,1,20,184648,llvm/llvm-project#184648,[bazel] Fix parse_headers in bolt,https://github.com/llvm/llvm-project/pull/184648,https://api.github.com/repos/llvm/llvm-project/issues/184648,pull_request,closed,,,keith,,True,False,True,False,bazel,2026-03-04T17:22:53+00:00,2026-03-04T17:34:40+00:00,2026-03-04T17:34:38+00:00,
gitlab,gitlab.com,gitlab-org/gitlab,gitlab-org/gitlab,gitlab-org/gitlab,1,1,13861,gitlab-org/gitlab#13861,Provide more user information on currently linked omniauth accounts,https://gitlab.com/gitlab-org/gitlab/-/issues/13861,https://gitlab.com/gitlab-org/gitlab/-/issues/13861,issue,closed,closed,closed,johannesmp,,True,False,False,False,"Manage [DEPRECATED],UX,authentication,devops::foundations,group::authentication and authorization [DEPRECATED],section::dev,settings,type::feature,user profile",2014-08-07T16:24:05.147000+00:00,2022-02-23T11:10:41.529000+00:00,2022-02-23T11:10:41.513000+00:00,"# The Problem

Currently when viewing linked social accounts on a gitlab CE user profile page (ex: https://gitlab.com/profile/account ) the only feedback provided to the user is which account is linked in the form of an extra border around the icon. For example in this screenshot, the github service has been linked:

![screenshot_2014-08-07_19.05.48](https://gitlab.com/uploads/gitlab-org/gitlab-ce/9724a38a7f/screenshot_2014-08-07_19.05.48.png)

As a user with potentially many google, github, etc. accounts this is not nearly enough information. I would like to be able to see which google account I've linked, and be able to unlink it when necessary (see issue gitlab-ce#477)


# Suggestion

Instead of only showing three icons with an outline, display omniauth services in a table, where each service has its own row. Once linked, a service row should display information such as:

* The account username
* The account avatar  
* An 'Unlink <Service> Account' Button (see issue gitlab-ce#477)"
gitlab,gitlab.com,gitlab-org/gitlab,gitlab-org/gitlab,gitlab-org/gitlab,1,2,13866,gitlab-org/gitlab#13866,Graphs should not be smoothed,https://gitlab.com/gitlab-org/gitlab/-/issues/13866,https://gitlab.com/gitlab-org/gitlab/-/issues/13866,issue,closed,closed,closed,ghost1,,True,False,False,False,"UX,[deprecated] Accepting merge requests,devops::monitor [DEPRECATED],frontend,graphs,group::optimize,missed:12.10,missed:12.8,missed:12.9,missed:13.0,missed:13.1,priority::4,severity::4,type::bug",2014-10-08T09:23:23.628000+00:00,2024-12-10T16:19:55.353000+00:00,2020-07-08T18:32:31.960000+00:00,"I think it would be better to not enable graph smoothing, but instead show a step graph, like this one:

http://www.geoafrica.co.za/reddog/gsw/grapher/2Dstep.gif

The way graph are smoothed currently is IMHO a failed attempt to show nice graphs, and more importantly convey false informations. A step graph with a step every day/week would be better."
gitlab,gitlab.com,gitlab-org/gitlab,gitlab-org/gitlab,gitlab-org/gitlab,1,3,13872,gitlab-org/gitlab#13872,Large merge request blocks GitLab from deleting it,https://gitlab.com/gitlab-org/gitlab/-/issues/13872,https://gitlab.com/gitlab-org/gitlab/-/issues/13872,issue,closed,closed,closed,nbigaouette,,True,False,False,False,"Category:Code Review Workflow,Create [DEPRECATED],bug::performance,devops::create,group::code review,merge requests,section::dev,type::bug",2014-11-11T17:34:42.463000+00:00,2024-05-05T22:38:47.381000+00:00,2024-05-05T22:38:47.149000+00:00,"We have a repo where the main branch is not master to emphasize to the devs the branching model. This mean that all branches we create do not originate from master. Additionally, the main branch is kept as ""master"" in gitlab.

While this organization is used to force users to think about which branch they are in, it failed us on one point. The default branch is the one used by default during a merge request. We thus ended up with two merge requests to master, which is empty. Selecting the merge request will timeout with a 502:
```
502

GitLab is not responding.

Please contact your GitLab administrator if this problem persists.
```
since the diff between the two branches is huge.

Increasing the GitLab's timeout might allow us delete the bad merge request, but this might not even be sufficient since the diff could still create issues.

Is there any other way to delete these bad merge requests without having to go on the command line? The installed instance of GitLab is, let's say it that way, not easily accessible.

There should be a ""Close"" button next to a merge request, similarly to the issues list, that would allow closing such merge requests without visiting the actual page. An ""Edit"" button could also be added, also similar to the issues list, to change the merge request.

Thanks!

Using GitLab 7.3.2 on CentOS 6.5 x86_64, installed through omnibus."
gitlab,gitlab.com,gitlab-org/gitlab,gitlab-org/gitlab,gitlab-org/gitlab,1,4,13863,gitlab-org/gitlab#13863,"When downloading a project archive via the API, the SHA is included in the name",https://gitlab.com/gitlab-org/gitlab/-/issues/13863,https://gitlab.com/gitlab-org/gitlab/-/issues/13863,issue,closed,closed,closed,jhrcz,,True,False,False,False,"[deprecated] Accepting merge requests,[deprecated] good for new contributors,backend,devops::create,feature::enhancement,group::source code,repository,section::dev,type::feature,wontfix,workflow::ready for development",2015-02-13T13:38:40.496000+00:00,2022-12-22T12:30:42.419000+00:00,2022-12-22T08:22:33.816000+00:00,"When downloading a project archive via the API, the SHA is included in the name. This does not occur via the UI.

When using the API: `https://gitlab.com/api/v4/projects/278964/repository/archive.tar.gz?ref=v12.3.1` it will download `gitlab-master-80713292dcbe0ae27f19e6a28ce159664fe9f4f6.tar.gz`

**Proposal**

Download the file without the SHA via the API"
gitlab,gitlab.com,gitlab-org/gitlab,gitlab-org/gitlab,gitlab-org/gitlab,1,5,13864,gitlab-org/gitlab#13864,A comment for Shibboleth.md,https://gitlab.com/gitlab-org/gitlab/-/issues/13864,https://gitlab.com/gitlab-org/gitlab/-/issues/13864,issue,closed,closed,closed,toyokazu,,True,False,False,False,"Manage [DEPRECATED],[deprecated] Accepting merge requests,authentication,devops::foundations,docs-only,documentation,group::authentication and authorization [DEPRECATED],section::dev,type::maintenance",2015-02-28T06:27:25.459000+00:00,2022-02-17T06:20:41.425000+00:00,2022-02-17T06:20:41.414000+00:00,"In doc/integration/shibboleth.md (gitlab-ce@d76c5824bc05640d276be96f7853f2d266fd6750), an example using Apache mod_shib2 is introduced. I think that it is nice for Gitlab & Shibboleth users :)

In the example configuration, while 'upper case' attributes, like HTTP_EPPN, are manually appended, it may be easier to use :request_type option supported in omniauth-shibboleth 1.0.8.

    gitlab_rails['omniauth_providers'] = [
      {
        ""name"" => 'shibboleth',
        ""args"" => {
          ""request_type"" => 'header',
          ""name_field"" => 'cn',
          ""info_fields"" => { ""email"" => 'mail'}
        }
      }
    ]

Furthermore, another option for gitlab-omnibus package (handling Shibboleth request in Nginx environment) is using [rack-saml](https://github.com/toyokazu/rack-saml) with [omniauth-shibboleth](https://github.com/toyokazu/omniauth-shibboleth). It may be more easier because it does not require Apache and mod_shib2.

I am sorry that I do not have enough time to test them. If someone is interested in them, please test and update Shibboleth.md :)

Best"
gitlab,gitlab.com,gitlab-org/gitlab,gitlab-org/gitlab,gitlab-org/gitlab,1,6,13865,gitlab-org/gitlab#13865,Deleting a project results in a large number of SQL requests that could be optimized,https://gitlab.com/gitlab-org/gitlab/-/issues/13865,https://gitlab.com/gitlab-org/gitlab/-/issues/13865,issue,closed,closed,closed,haynes,,True,False,False,False,bug::performance,2015-03-03T11:56:48.095000+00:00,2019-08-29T12:33:28.241000+00:00,2019-08-29T12:33:28.196000+00:00,"When deleting a big project, gitlab produces a very large amount of SQL Statements like these:  

```
  SQL (1.0ms)  DELETE FROM ""notes"" WHERE ""notes"".""id"" = $1  [[""id"", 25079]]
  SQL (1.0ms)  DELETE FROM ""notes"" WHERE ""notes"".""id"" = $1  [[""id"", 25080]]
  SQL (1.0ms)  DELETE FROM ""notes"" WHERE ""notes"".""id"" = $1  [[""id"", 25081]]
  SQL (1.0ms)  DELETE FROM ""notes"" WHERE ""notes"".""id"" = $1  [[""id"", 25082]]
  SQL (1.0ms)  DELETE FROM ""notes"" WHERE ""notes"".""id"" = $1  [[""id"", 25083]]
  SQL (1.0ms)  DELETE FROM ""notes"" WHERE ""notes"".""id"" = $1  [[""id"", 25084]]
  SQL (1.0ms)  DELETE FROM ""notes"" WHERE ""notes"".""id"" = $1  [[""id"", 25085]]
  SQL (1.0ms)  DELETE FROM ""notes"" WHERE ""notes"".""id"" = $1  [[""id"", 25086]]
  SQL (1.0ms)  DELETE FROM ""notes"" WHERE ""notes"".""id"" = $1  [[""id"", 25087]]
  SQL (1.0ms)  DELETE FROM ""notes"" WHERE ""notes"".""id"" = $1  [[""id"", 25088]]
  SQL (1.1ms)  DELETE FROM ""notes"" WHERE ""notes"".""id"" = $1  [[""id"", 25089]]
```

This could be done in a single SQL statement.

```
DELETE FROM ""notes"" WHERE ""notes"".""id"" in 25087,25088,25089 [....]
```

\cc @dzaporozhets Can you please take a look? It's another performance issue. I tested this with the linux mainline kernel.  
Deleting it took several minutes because of the huge amount of SQL Statements."
gitlab,gitlab.com,gitlab-org/gitlab,gitlab-org/gitlab,gitlab-org/gitlab,1,7,13871,gitlab-org/gitlab#13871,Adjust Backup task workflow,https://gitlab.com/gitlab-org/gitlab/-/issues/13871,https://gitlab.com/gitlab-org/gitlab/-/issues/13871,issue,closed,closed,closed,neico,,True,False,False,False,"Category:Backup/Restore of GitLab instances,Create [DEPRECATED],Manage [DEPRECATED],devops::systems,group::geo,rake tasks,section::core platform [DEPRECATED]",2015-03-05T04:42:45.218000+00:00,2022-05-23T00:17:19.839000+00:00,2022-05-23T00:17:19.830000+00:00,"**Summary:** When running the backup task, if there's an error while uploading to remote storage then the backup dir is getting cluttered up

**Steps to reproduce:** run the backup task with an upload job that fails somewhere

**Expected behavior:** Backup task finishes up cleanup and remove of old backups before trying to upload

**Observed behavior:** Backup task is uploading, then gets an error while uploading, leaving the temp files and the old backups in the folder, resulting in the HDD getting full pretty quick on a daily task

**Relevant logs and/or screenshots:**

**Output of checks:** Not relevant for this as it's not an gitlab error but a simple logic issue.

**Possible fixes:**

Move line https://gitlab.com/gitlab-org/gitlab-ce/blob/master/lib/backup/manager.rb#L29 after https://gitlab.com/gitlab-org/gitlab-ce/blob/master/lib/tasks/gitlab/backup.rake#L18

Add a simple ```return tar_file``` to manager.rb where the line was to catch it on the rake task (or make tar_file a class variable and make upload's argument optional)"
gitlab,gitlab.com,gitlab-org/gitlab,gitlab-org/gitlab,gitlab-org/gitlab,1,8,13873,gitlab-org/gitlab#13873,Wiki editing preview does not render AsciiDoc / RDoc / Org,https://gitlab.com/gitlab-org/gitlab/-/issues/13873,https://gitlab.com/gitlab-org/gitlab/-/issues/13873,issue,closed,closed,closed,Reinis,,True,False,False,False,"Category:Wiki,[deprecated] Accepting merge requests,asciidoc,backend,banzai,customer,default-priority,default-severity,devops::plan,direction,frontend,group::knowledge,priority::4,section::dev,severity::3,type::bug,vintage,web edit",2015-03-10T15:17:11.655000+00:00,2023-09-27T15:33:49.364000+00:00,2023-09-27T15:33:49.345000+00:00,"### Problem to solve

Selecting a document format other than Markdown in wikis doesn't seem to switch preview rendering engine. After saving the document it is rendered correctly, but there is not a funcioning preview during editing.

### Proposal

First step:

- Disable preview for unsupported formats: https://gitlab.com/gitlab-org/gitlab/-/issues/228883

Further iterations: Implement preview for all formats:

- AsciiDoc: https://gitlab.com/gitlab-org/gitlab/-/issues/228885
- Org: https://gitlab.com/gitlab-org/gitlab/-/issues/228886
- RDoc: https://gitlab.com/gitlab-org/gitlab/-/issues/228887

The actual work will be tracked in the issues above, and we can close this issue once all of it is implemented.

### Links

There's a previous attempt to implement this at https://gitlab.com/gitlab-org/gitlab-foss/-/merge_requests/16190, if possible we can reuse that.

Most of the changes are around making the markup format generic, so once that's in place adding more formats won't take much additional effort.
<!-- triage-serverless v3 PLEASE DO NOT REMOVE THIS SECTION -->
*This page may contain information related to upcoming products, features and functionality.
It is important to note that the information presented is for informational purposes only, so please do not rely on the information for purchasing or planning purposes.
Just like with all projects, the items mentioned on the page are subject to change or delay, and the development, release, and timing of any products, features, or functionality remain at the sole discretion of GitLab Inc.*
<!-- triage-serverless v3 PLEASE DO NOT REMOVE THIS SECTION -->"
gitlab,gitlab.com,gitlab-org/gitlab,gitlab-org/gitlab,gitlab-org/gitlab,1,9,13869,gitlab-org/gitlab#13869,"Commits with close issue reference, fail to update issue page correctly",https://gitlab.com/gitlab-org/gitlab/-/issues/13869,https://gitlab.com/gitlab-org/gitlab/-/issues/13869,issue,closed,closed,closed,nelson-r-oliveira,,True,False,False,False,"default-priority,default-severity,devops::plan,frontend,group::project management,issues,priority::4,real-time,severity::3,type::bug",2015-03-24T20:36:00.470000+00:00,2022-05-19T17:06:37.520000+00:00,2019-09-09T16:34:10.536000+00:00,"**Summary**: If a user has a issue page open in the browser and pushes changes to gitlab that close that issue automatically, the page is correctly updated without the user refreshing the browser and the issue is marked closed, but the button to close the issue is still available to the user until the page is refreshed.
This appears to be mainly cosmetic has pressing that button appears to do nothing but refresh the page.


**Steps to reproduce**: Leave the issue page open in the browser and push to GitLab with a commit message closing the issue (use closes gitlab-ce#1 syntax), return to the browser and don't refresh the page, it should automatically update the issue status but the button to close the issue still remains.


**Expected behavior**: The whole page should reflect a closed issued state.


**Observed behavior**: The button to close the issue still remains, it appears to only refresh the page when clicked.

Edit: Forgot to mention that issue was noticed on v7.9.0 don't know if it was present before"
gitlab,gitlab.com,gitlab-org/gitlab,gitlab-org/gitlab,gitlab-org/gitlab,1,10,13879,gitlab-org/gitlab#13879,google bot shows a memory leak in the gitlab worker,https://gitlab.com/gitlab-org/gitlab/-/issues/13879,https://gitlab.com/gitlab-org/gitlab/-/issues/13879,issue,closed,closed,closed,dachary,,True,False,False,False,"auto updated,awaiting feedback,bug::performance,stale",2015-03-25T00:49:02.644000+00:00,2022-09-16T22:53:39.675000+00:00,2022-09-16T22:53:39.348000+00:00,"Steps to reproduce:

* create a project and mirror http://github.com/ceph/ceph
* use https://pypi.python.org/pypi/github2gitlab to import the ~4,000 pull requests as branches
* wait for the google crawler to visit
* watch the worker use all the available memory until it gets killed by the limit set in config.ru (tried with 2GB instead of the default 250MB: it takes about half an hour to get to to 2GB)

GitLab 7.5.1"
gitlab,gitlab.com,gitlab-org/gitlab,gitlab-org/gitlab,gitlab-org/gitlab,1,11,13881,gitlab-org/gitlab#13881,Groups should be public if they have projects shared with them.,https://gitlab.com/gitlab-org/gitlab/-/issues/13881,https://gitlab.com/gitlab-org/gitlab/-/issues/13881,issue,closed,closed,closed,cnst,,True,False,False,False,"Category:Groups & Projects,Group Sharing,closed::will not do,department::infrastructure platforms,devops::tenant scale,group::organizations,type::feature,won't do",2015-03-25T16:50:36.613000+00:00,2025-06-03T16:55:51.276000+00:00,2025-06-03T16:55:16.865000+00:00,"This is in continuation of http://stackoverflow.com/questions/29200998/are-gitlab-groups-never-public and [merge request 451](https://gitlab.com/gitlab-org/gitlab-ce/merge_requests/451).

It would be nice to be able to make a group public if some repositories are shared with the group.

For example, there is no official git repository of NetBSD; however, a single NetBSD developer (currently ""jsonn"" on GitHub) may volunteer to create one under his own account, and share it with NetBSD.

Similarly, I'd like to share my http://mdoc.su/ with the NetBSD group (as well as OpenBSD, DragonFlyBSD etc).  Sharing is already possible on GitLab, but it would seem weird to have to create a public project for such sharing itself to be public (also, is the sharing public in the first place?)."
